,Compound,Date,Negative,Neutral,Positive,Source,Text
70,0.4019,03/28/2018,0.748,0.0,0.252,@CNN,"Steven Spielberg nixes Carl's Jr.'s ""SpielBurgers"" dreams https://t.co/iz5DyMTxUD https://t.co/K5Vu9d4yHm"
71,0.0,03/28/2018,1.0,0.0,0.0,@CNN,A former professional clown is running for Congress in South Carolina https://t.co/GMfVUgWMob https://t.co/pSpDLGTqgX
72,-0.7461,03/28/2018,0.716,0.284,0.0,@CNN,There's not a 'snowflake's chance in hell' of repealing the Second Amendment | Analysis by CNN's Z. Byron Wolf… https://t.co/yzVur4ZfQ0
73,0.0,03/28/2018,1.0,0.0,0.0,@CNN,White House press secretary Sarah Sanders defended President Trump's silence on allegations leveled against him by… https://t.co/oycTPyBTn1
74,0.7003,03/28/2018,0.702,0.0,0.298,@CNN,Secretary of Defense James Mattis on President Trump’s newly named national security adviser John Bolton: “I hope t… https://t.co/WHpD4xHuTI
75,0.5106,03/28/2018,0.809,0.0,0.191,@CNN,Warren Buffett swooped in to rescue General Electric once. Could he do it again? https://t.co/0aW43nOaAa
76,0.0,03/28/2018,1.0,0.0,0.0,@CNN,Why the Trump administration's plan to put a citizenship question back on the US census is a big deal… https://t.co/TD01oqVqva
77,-0.34,03/28/2018,0.893,0.107,0.0,@CNN,The US general in charge of the nation's nuclear arsenal has issued a stark warning that Russia and China are aggre… https://t.co/wFSuV1etYq
78,0.046,03/28/2018,0.735,0.129,0.137,@CNN,Michael Phelps calls on the US Olympic Committee to do more to help athletes struggling with depression… https://t.co/Y9pZFED1vl
79,0.4019,03/28/2018,0.876,0.0,0.124,@CNN,RT @CNNSitRoom: Most Americans say US President Trump isn't doing enough to cooperate with special counsel Robert Mueller's investigation i…
80,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"Nearly two thirds of Americans approve of President Trump's plan to meet with North Korean leader Kim Jong Un, acco… https://t.co/6I0Ao6SyVw"
81,0.128,03/28/2018,0.754,0.111,0.136,@CNN,"New CNN/SSRS poll: Should Robert Mueller be able to investigate Trump’s finances?
- Yes 67%
- No 28%… https://t.co/Q8waAySeZj"
82,0.0258,03/28/2018,0.922,0.0,0.078,@CNN,"Hormone replacement may prevent belly fat in postmenopausal women, according to a new study https://t.co/fyYbOSWWfc"
83,0.4019,03/28/2018,0.856,0.0,0.144,@CNN,Most Americans say President Trump isn't doing enough to cooperate with special counsel Robert Mueller's investigat… https://t.co/IzArFrCj0M
84,0.0,03/28/2018,1.0,0.0,0.0,@CNN,JUST IN: Nearly two thirds of Americans approve of President Trump's plan to meet with North Korean leader Kim Jong… https://t.co/E8p8cpdLWD
85,-0.1531,03/28/2018,0.748,0.138,0.114,@CNN,"""Never mind that an undereducated population is bad for democracy -- it's good for the GOP, and so Republicans are… https://t.co/eGgtXnaEP5"
86,0.0,03/28/2018,1.0,0.0,0.0,@CNN,Stormy Daniels' lawyer: Donald Trump isn’t speaking out about the affair allegations because “my client is telling… https://t.co/UHS6v2Mc2c
87,0.0,03/28/2018,1.0,0.0,0.0,@CNN,The White House defends President Trump's silence on allegations leveled against him by Stormy Daniels… https://t.co/GGtqrtq5lh
88,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"The NRA insisted it did not use foreign funds for election-related purposes, even as the group acknowledged it acce… https://t.co/wFcSX2AffF"
89,-0.34,03/28/2018,0.854,0.146,0.0,@CNN,Why dismissing Stormy Daniels' story would be a mistake | By Carol Costello via @CNNOpinion https://t.co/Rw77AFywo2 https://t.co/sPuNqi1TOF
90,-0.0258,03/28/2018,0.853,0.076,0.072,@CNN,"RT @TheLeadCNN: Rep. Lieu: I support US move to expel Russian diplomats, but we have a long way to go for the Trump Administration to “[sto…"
91,-0.5423,03/28/2018,0.829,0.171,0.0,@CNN,"Tesla stock slid 8% following a string of bad news, including the NTSB's announcement that it's investigating a fat… https://t.co/8v3hjShQv4"
92,-0.4404,03/28/2018,0.854,0.146,0.0,@CNN,"Facebook's stock has plunged 18% amid its data scandal, wiping out nearly $80 billion in market value… https://t.co/Y7l6pDeZwJ"
93,0.3773,03/28/2018,0.856,0.044,0.1,@CNN,"RT @TheLeadCNN: Rep. Lieu: People need to have faith that the census data is accurate, “and if you’re an immigrant, you might not want to t…"
94,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"Israeli Prime Minister Benjamin Netanyahu hospitalized for a high fever and cough, his office says… https://t.co/nobdnlqqEi"
